name,stock,year,KOSPI,fnd_year,fiscal,ind,big4,forn,own,c_asset,inv,asset,sales,cogs,dep,tax,rec,ni,ocf,cash,tan,land,cip,intan,liab,c_liab,pti,total,equit,lag_asset,lag_liab,lag_equit,lag_sales,lag_total,lag1_ni,lag_c_asset,lag_c_liab,SIZE,LEV,CUR,GRW,ROA,ROE,CFO,PPE,AGE,INVREC,MB,TQ,LOSS,GETR,CETR,GETR3,CETR3,GETR5,CETR5,TSTA,TSDA,A_GETR,A_CETR,A_GETR3,A_CETR3,A_GETR5,A_CETR5
토탈소프트,45340,2020,0,1989,12,58,0,0.0031,0.3072,13439150000,39445000,24136284000,12143404000,6877451000,173736000,100906000,2206634000,2225044000,4125513000,6468171000,9193501000,5915124000,0,0.004158217,10689826000,4956549000,2192165000,64784000000,13446458000,21363966000,10130880000,11233086000,11817222000,27172000000,2577419000,11123158000,3876760000,23.78497151,0.474204087,2.86918922,0.027602257,0.104149389,0.198079495,0.19310614,0.153453577,3.465735903,0.105133991,4.817923055,3.126986159,0,0,0.054850798,0,0.001490584,0,0.015146379,-1.065141646,-1.086092674,-0.128745837,-0.054980511,-0.120567382,-0.102461679,-0.121295995,-0.107868012
토탈소프트,45340,2021,0,1989,12,58,0,0.0237,0.3073,16063751000,31070000,26745544000,14091536000,7746624000,176568000,179449000,1895945000,3014900000,3261596000,9727440000,9058439000,5915124000,0,0.001445044,10520895000,5744456000,3556791000,90715000000,16224649000,24136284000,10689826000,13446458000,12143404000,64784000000,2225044000,13439150000,4956549000,23.90698211,0.442894441,2.711392543,0.160427175,0.124911523,0.22421518,0.135132484,0.130231936,3.496507561,0.079838926,5.59118413,3.785149967,0,0.152354187,0.033852425,0.024218455,0.025780733,0,0.022671373,-0.836815943,-0.833793029,0.023608349,-0.075978884,-0.096348927,-0.078171531,-0.121295995,-0.100343018
토탈소프트,45340,2022,0,1989,12,58,0,0.0136,0.3073,18039989000,21310000,28716897000,13877626000,7811439000,157442000,120046000,2182707000,2642214000,3076255000,8593258000,8927386000,5915124000,0,0.000431287,9899473000,4823914000,2915743000,33205000000,18817424000,26745544000,10520895000,16224649000,14091536000,90715000000,3014900000,16063751000,5744456000,24.00963372,0.393370013,2.796392034,-0.015180034,0.098790812,0.162851844,0.115019347,0.112626687,3.526360525,0.082406886,1.764587969,1.501014298,0,0.09381108,0.242598885,0.088539902,0.041859426,0.019264152,0.070641018,-0.687712597,-0.674926331,-0.034934757,0.132767576,-0.03202748,-0.062092837,-0.102031843,-0.052373373
토탈소프트,45340,2023,0,1989,12,58,0,0.0204,0.3072,24106203000,70060000,34972738000,16054189000,8683834000,155640000,68714000,2453037000,3778711000,3301432000,7502798000,8865797000,5915124000,0,0.002948543,13121684000,6738176000,4298725000,37827000000,21851054000,28716897000,9899473000,18817424000,13877626000,33205000000,2642214000,18039989000,4823914000,24.08075153,0.344726417,3.739699547,0.156839722,0.131584934,0.200809154,0.114964789,0.102750412,3.555348061,0.08786106,1.731129308,1.456811417,0,0.12096959,0.090444958,0.125981725,0.127888397,0.092693463,0.085608293,-0.542897501,-0.518675073,-0.007776247,-0.019386351,0.005414344,0.023936134,-0.028602532,-0.037406098
토탈소프트,45340,2024,0,1989,12,58,0,0.0194,0.3072,31975772000,52480000,42769564000,20710125000,11363908000,17696000,72447000,7806660000,6102855000,4872064000,10505809000,8603243000,5915124000,0,0.001839519,15321959000,7990816000,7393316000,80702000000,27447605000,34972738000,13121684000,21851054000,16054189000,37827000000,3778711000,24106203000,6738176000,24.27783468,0.375197504,3.577556152,0.290013778,0.174503209,0.279293392,0.139310339,0.07686327,3.583518938,0.224721896,2.940220103,2.245147016,0,0.174544278,0.125262061,0.109993419,0.1519383,0.127378794,0.111162396,-0.203634191,-0.123856003,0.04579844,0.015430752,-0.010573963,0.047986036,0.006082799,-0.011851995
대아티아이,45390,2011,0,1995,12,28,0,0.0107,0.1781,27457953000,242473000,65138044000,49280368000,35758160000,148206000,176118000,27840136000,3161892000,6088035000,4261187000,3629415000,1475500000,0,0.048190796,12440515000,11514510000,2100222000,1.12E+11,52697529000,68812559000,19268403000,49544156000,74012276000,1.71E+11,6131429000,40099564000,18675162000,24.95465211,0.280012883,2.147213716,-0.334159539,0.045949345,0.063819676,0.088472731,0.03130119,2.833213344,0.40810296,2.118903905,1.905207884,0,0,1.43E-06,0.099218518,0.01217567,0,0.00663578,0.163538664,0.137408403,-0.148427612,-0.156489623,-0.049746661,-0.143102186,-0.168249133,-0.207247447
대아티아이,45390,2012,0,1995,12,28,0,0.007,0.1758,43805481000,319086000,81167812000,40255056000,28434647000,219092000,274257000,31404138000,2216453000,7981838000,9651896000,3230844000,1475500000,0,0.054170954,23995097000,11618332000,4601104000,1.19E+11,57172715000,65138044000,12440515000,52697529000,49280368000,1.12E+11,3161892000,27457953000,11514510000,24.89977461,0.190986929,2.384639294,-0.183142139,0.034027012,0.042059904,0.122537269,0.026948061,2.890371758,0.487015299,2.076252632,1.75808727,0,0.385865218,0.036597304,0,0.012903492,0.118311223,0.015805071,0.214184649,0.217805932,0.237437607,-0.119893747,-0.14896518,-0.142374363,-0.04993791,-0.198078156
대아티아이,45390,2013,0,1995,12,28,0,0.0119,0.1758,47398837000,305700000,86955232000,46053732000,34321970000,217881000,123089000,27252949000,3078870000,15549373000,22302588000,3123014000,1746992000,0,0.042514304,26481304000,24998646000,3387607000,1.04E+11,60473928000,81167812000,23995097000,57172715000,40255056000,1.19E+11,2216453000,43805481000,11618332000,25.1197846,0.295623307,3.770376075,0.14404839,0.037932155,0.053852087,0.191570681,0.016952804,2.944438979,0.339526819,1.718277668,1.499533737,0,0.091137195,0.027834398,0.106506682,0.025128012,0.100315012,0.0193196,0.266258822,0.219286464,-0.057290417,-0.128656653,-0.042458497,-0.130149844,-0.067934121,-0.194563627
대아티아이,45390,2014,0,1995,12,28,0,0.0409,0.175,37930858000,412038000,83773016000,64796760000,52354726000,221774000,166542000,24163736000,4240474000,3336668000,11053829000,3372733000,1921881000,0,0.055910632,18561610000,16920979000,4671748000,96984000000,65211406000,86955232000,26481304000,60473928000,46053732000,1.04E+11,3078870000,47398837000,24998646000,25.18865925,0.304539513,1.89605617,0.40698174,0.048766174,0.070120697,0.038372251,0.016685045,2.995732274,0.282625593,1.48722449,1.379270027,0,0.092315339,0.160159752,0.260886018,0.0328814,0.100568559,0.052120056,0.074506947,0.081460056,-0.056112273,0.003668701,0.111920838,-0.122396456,-0.067680574,-0.161763171
대아티아이,45390,2015,0,1995,12,28,0,0.0244,0.1741,41714244000,645797000,88603761000,57045400000,46027264000,196330000,178431000,33880939000,3810649000,-3453230000,4145308000,3378667000,2000534000,0,0.053664619,20015669000,18385311000,3970727000,1.04E+11,68588092000,83773016000,18561610000,65211406000,64796760000,96984000000,4240474000,37930858000,16920979000,25.15137679,0.221570273,2.241646775,-0.119625734,0.045487786,0.058435314,-0.041221269,0.016450798,3.044522438,0.412146269,1.509372793,1.394305023,0,0.040314532,0.156217489,0.091820127,0.104539135,0.086156097,0.087084004,-0.008903497,0.068919788,-0.10811308,-0.000273562,-0.057145053,-0.050738721,-0.082093036,-0.126799224
대아티아이,45390,2016,0,1995,12,28,0,0.0215,0.1741,56624682000,1664406000,1.03E+11,78046983000,58001639000,214800000,168144000,16965135000,9945537000,18168042000,11759149000,4330605000,2349773000,0,0.053447551,24004846000,22174509000,12176863000,1.38E+11,78701086000,88603761000,20015669000,68588092000,57045400000,1.04E+11,3810649000,41714244000,18385311000,25.20744014,0.225900896,2.268889767,0.368155592,0.112247346,0.145003844,0.205048203,0.022356071,3.091042453,0.210256775,1.7539021,1.577697051,0,0.18324309,0.011688314,0.068423918,0.158348505,0.170328126,0.061563697,0.297351201,0.224729178,0.034815478,-0.144802737,-0.080541262,0.00307065,0.002078993,-0.15231953
대아티아이,45390,2017,0,1995,12,28,0,0.0331,0.1741,69765713000,4211657000,1.19E+11,72213346000,55866828000,232395000,317785000,20918521000,7805363000,1492340000,3330017000,5302034000,2612182000,0,0.052794468,31993516000,29982753000,9042364000,1.26E+11,86836093000,1.03E+11,24004846000,78701086000,78046983000,1.38E+11,9945537000,56624682000,22174509000,25.35513571,0.233724046,2.553593498,-0.074745195,0.075997198,0.099177323,0.014530222,0.026189841,3.135494216,0.244680882,1.454395236,1.332054505,0,0.136800509,0.349603489,0.148096651,0.047228348,0.131383633,0.143352874,-0.033790305,0.012431976,-0.056281058,0.146126178,-0.044518807,-0.175426709,-0.080346374,-0.090162871
대아티아이,45390,2018,0,1995,12,28,0,0.0211,0.1681,62585736000,2371702000,1.18E+11,86938638000,69074679000,269067000,190370000,14956592000,6788005000,9573978000,7294258000,6100878000,2828027000,0,0.034817677,27042259000,24060377000,8050348000,5.84E+11,90801454000,1.19E+11,31993516000,86836093000,72213346000,1.26E+11,7805363000,69765713000,29982753000,25.50095645,0.269238587,2.326861479,0.20391372,0.057123852,0.078170318,0.08056896,0.027542386,3.17805383,0.145824716,6.433311079,5.186498655,0,0.156806016,0.131218054,0.163452043,0.155687528,0.140378086,0.151098213,-0.243605591,-0.250548677,-0.036275551,-0.072259257,-0.029163416,-0.066967529,-0.071351921,-0.082417532
대아티아이,45390,2019,0,1995,12,28,0,0.0443,0.1681,80812445000,3100125000,1.37E+11,96315450000,78819875000,360928000,314424000,22763804000,2804275000,23195981000,3789558000,7271801000,3063249000,0,0.024841919,43583847000,39217612000,3089729000,3.73E+11,93871900000,1.18E+11,27042259000,90801454000,86938638000,5.84E+11,6788005000,62585736000,24060377000,25.49262512,0.229475619,2.601195152,0.10785552,0.02379656,0.030883591,0.196836814,0.035712996,3.218875825,0.219476528,3.97173169,3.029468437,0,0.092388038,0.326522164,0.146222729,0.246748029,0.142477197,0.164852103,-0.129140541,-0.14580666,-0.100693529,0.123044853,-0.046392729,0.024092972,-0.069252809,-0.068663642
대아티아이,45390,2020,0,1995,12,28,0,0.0777,0.1681,94794509000,2855209000,1.57E+11,1.13E+11,95103982000,354940000,339217000,21831917000,6723779000,29111715000,7761325000,7334176000,3063249000,0,0.025625862,56066097000,51082426000,7756707000,4.11E+11,1.01E+11,1.37E+11,43583847000,93871900000,96315450000,3.73E+11,2804275000,80812445000,39217612000,25.64656786,0.31707548,2.060616159,0.177181034,0.048915954,0.071627175,0.211789726,0.031071287,3.258096538,0.179600537,4.071969952,2.975381572,0,0.133165788,0.148806704,0.138939524,0.185386151,0.150788946,0.162604278,-0.049521083,-0.084774014,-0.059915779,-0.054670607,-0.053675934,-0.037268906,-0.060941061,-0.070911467
대아티아이,45390,2021,0,1995,12,28,0,0.0395,0.1698,1.00E+11,2927981000,1.76E+11,1.16E+11,95159600000,305795000,293217000,24744182000,7551862000,17856176000,7938343000,9042423000,3616785000,0,0.017362055,69247386000,62857823000,10235510000,4.04E+11,1.07E+11,1.57E+11,56066097000,1.01E+11,1.13E+11,4.11E+11,6723779000,94794509000,51082426000,25.77991228,0.356965855,1.855716661,0.02496308,0.048081765,0.074773268,0.113688048,0.034544361,3.295836866,0.176185214,3.785693307,2.689673057,0,0.262189964,0.035099179,0.121549788,0.199430947,0.170305992,0.176556028,-0.093669198,-0.091321362,0.069108397,-0.168378132,-0.07106567,-0.02322411,-0.041424014,-0.056959716
대아티아이,45390,2022,0,1995,12,28,0,0.0601,0.1714,49251831000,8741867000,1.81E+11,1.05E+11,83983696000,358888000,463318000,8609412000,8786218000,-7278667000,7730119000,13743386000,6130202000,928908000,0.011510731,68874773000,39736127000,9514356000,2.20E+11,1.12E+11,1.76E+11,69247386000,1.07E+11,1.16E+11,4.04E+11,7551862000,1.00E+11,62857823000,25.89376235,0.39344613,1.595353994,-0.092276653,0.049921068,0.082302777,-0.041355545,0.037978365,3.33220451,0.098585578,1.963165349,1.596770217,0,0.076530456,0.358023496,0.206565761,0.08412015,0.155059003,0.180742367,-0.253241397,-0.237447841,-0.116551112,0.154546185,0.013950303,-0.138534907,-0.056671004,-0.052773377
대아티아이,45390,2023,0,1995,12,28,0,0.0528,0.17,89424179000,9274164000,2.31E+11,1.12E+11,92605816000,517762000,1081002000,31194953000,10337783000,-16843432000,7963083000,24795062000,6728646000,11184388000,0.010336403,1.08E+11,81985980000,8360857000,2.41E+11,1.24E+11,1.81E+11,68874773000,1.12E+11,1.05E+11,2.20E+11,8786218000,49251831000,39736127000,25.92206856,0.380407302,1.239472357,0.063777129,0.057097366,0.092153065,-0.093029193,0.038010633,3.36729583,0.223517943,1.950470158,1.508438572,0,0,0,0.17274983,0.190665648,0.070673583,0.152186046,-0.298281731,-0.198341595,-0.193081567,-0.203477311,-0.019865628,-0.031989409,-0.141056424,-0.081329698
대아티아이,45390,2024,0,1995,12,28,0,0.0545,0.1615,96453671000,8958168000,2.72E+11,1.48E+11,1.23E+11,699238000,515150000,18044623000,13518901000,49152379000,20214027000,35748155000,8659646000,16831852000,0.007861264,1.34E+11,1.10E+11,12904515000,2.14E+11,1.38E+11,2.31E+11,1.08E+11,1.24E+11,1.12E+11,2.41E+11,10337783000,89424179000,81985980000,26.16714291,0.465066244,1.090725256,0.318675268,0.058438036,0.109243501,0.212470562,0.044336362,3.401197382,0.11672473,1.552861,1.279799088,0,0,0.004735707,0,0.190563491,0.038001376,0.102128037,0.094313059,0.046198353,-0.193081567,-0.198741604,-0.192615458,-0.032091566,-0.173728631,-0.131387707
정원엔시스,45510,2016,0,1969,12,46,0,0.0096,0.2711,48613956000,6619629000,72440237000,1.53E+11,1.42E+11,329584000,178569000,34359564000,2270358000,7669843000,5373281000,15756529000,14321076000,0,0.00022049,34631941000,27648710000,2069460000,93085000000,37808296000,76248444000,49964286000,26284158000,1.34E+11,61388000000,3276087000,52636995000,46052658000,25.05726285,0.655282697,1.142974093,0.145787005,0.029775795,0.086377429,0.100590158,0.018825997,3.871201011,0.537443007,2.462025795,1.763066305,0,0,0.014460294,0,0.00084595,0,0.030084386,0.402820768,0.361351767,-0.169982817,-0.12888444,-0.206480213,-0.182086942,-0.255326131,-0.255013158
정원엔시스,45510,2018,0,1969,12,46,0,0.0214,0.2387,45335162000,9457267000,69263657000,1.11E+11,1.01E+11,181449000,194944000,20719770000,4213768000,9876336000,6379236000,15451234000,14311076000,0,0.000145819,30784215000,27228135000,4727805000,54756000000,38479442000,62899736000,28140205000,34759531000,1.22E+11,67801000000,-2791195000,38846888000,21036606000,24.8648078,0.447381925,1.846632865,-0.093371553,0.066991823,0.121226262,0.15701713,0.018126594,3.912023005,0.479764128,1.422993608,1.234994205,1,0.108726354,0,1,1,0.133374811,0.092840198,-0.290928257,-0.374290961,-0.061256463,-0.143344734,0.782127476,0.8151066,-0.153578352,-0.192257346
정원엔시스,45510,2019,0,1969,12,46,0,0.0112,0.2387,58698051000,11816537000,82586672000,1.29E+11,1.21E+11,176743000,228985000,35193683000,803096000,-5647462000,1771171000,15385025000,14311076000,0,0.000112339,43925927000,40094022000,1174295000,56205000000,38660745000,69263657000,30784215000,38479442000,1.11E+11,54756000000,4213768000,45335162000,27228135000,24.96118618,0.444449749,1.665011651,0.165912266,0.011594768,0.020870781,-0.081535718,0.015505231,3.931825633,0.678714091,1.453800231,1.212434459,0,0.316103705,0,0.546790486,0.319680931,0.195466064,0.107492832,-0.471557537,-0.376814521,0.146120887,-0.143344734,0.340310273,0.136748039,-0.091487098,-0.177604712
정원엔시스,45510,2020,0,1969,12,46,0,0.0072,0.2387,49386406000,7091796000,73453827000,1.38E+11,1.29E+11,186951000,265406000,28107752000,746914000,2285151000,1805140000,15848145000,14311076000,0,4.15E-05,33549345000,29463076000,1067351000,62647000000,39904482000,82586672000,43925927000,38660745000,1.29E+11,56205000000,803096000,58698051000,40094022000,25.13711415,0.531876705,1.464010046,0.072861758,0.009044002,0.0193197,0.027669731,0.018611587,3.951243719,0.426213421,1.5699239,1.309616516,0,0.300217079,0.215605738,0.149986615,0,0.296248774,0.169596692,-0.243628438,-0.271974749,0.130234262,0.072261004,-0.056493598,-0.182932892,0.009295612,-0.115500852
정원엔시스,45510,2021,0,1969,12,46,0,0.0066,0.2229,59691232000,12607753000,83904441000,1.36E+11,1.28E+11,126049000,287881000,32186494000,812338000,1823880000,3482336000,15763779000,14311076000,0,1.86E-05,43187621000,39118419000,1025494000,80040000000,40716820000,73453827000,33549345000,39904482000,1.38E+11,62647000000,746914000,49386406000,29463076000,25.01992284,0.4567406,1.676213509,-0.018630587,0.011059165,0.020357062,0.024830292,0.019777091,3.970291914,0.609828634,1.965772376,1.468666253,0,0.207855921,0.052174854,0.30853935,0.102659831,0.409162248,0.200916137,-0.320589376,-0.304070642,0.037873104,-0.091169879,0.102059137,-0.080273061,0.122209085,-0.084181407
정원엔시스,45510,2022,0,1969,12,46,0,0.0112,0.2238,61460195000,13749681000,85965385000,1.35E+11,1.26E+11,126966000,294485000,31927602000,1198193000,-1772853000,3943743000,15948152000,14311076000,0,1.00E-05,44640063000,39825403000,846488000,41550000000,41325322000,83904441000,43187621000,40716820000,1.36E+11,80040000000,812338000,59691232000,39118419000,25.15294438,0.514723899,1.525911157,-0.004595792,0.014280448,0.02942747,-0.02112943,0.019511196,3.988984047,0.544396488,1.005436812,1.002613587,0,0,0.110918288,0.254960114,0.135524609,0.120695819,0.0426993,-0.293012202,-0.279051908,-0.169982817,-0.032426445,0.048479901,-0.047408283,-0.166257343,-0.242398244
정원엔시스,45510,2023,0,1969,12,46,0,0.0026,0.2211,58947107000,12927385000,83757385000,1.51E+11,1.41E+11,140490000,257508000,27163736000,1700753000,7473413000,8384152000,16100580000,14311076000,0,3.59E-06,40731309000,36643748000,2186008000,41550000000,43026076000,85965385000,44640063000,41325322000,1.35E+11,41550000000,1198193000,61460195000,39825403000,25.17721055,0.51927951,1.543241006,0.11795761,0.019784161,0.041155227,0.086935143,0.020816565,4.007333185,0.466363537,0.965693455,0.982376766,0,0.221982262,0.021929471,0,0.078737937,0.164825714,0.067537394,-0.153846093,-0.187704987,0.051999444,-0.121415262,-0.206480213,-0.104194956,-0.122127449,-0.21756015
정원엔시스,45510,2024,0,1969,12,46,0,0.0014,0.2178,64484335000,17160502000,87524208000,1.72E+11,1.61E+11,423899000,277663000,35630572000,946163000,-14978164000,1095702000,16788773000,14311076000,0,0.000132609,43551970000,39598971000,1054241000,23642000000,43972238000,83757385000,40731309000,43026076000,1.51E+11,41550000000,1700753000,58947107000,36643748000,25.15119018,0.486301106,1.608653869,0.138196618,0.011296473,0.021990455,-0.17882798,0.029581833,4.025351691,0.630285604,0.537657419,0.767718686,0,0.102517356,0.099948683,0.044039959,0.046769724,0.125448776,0.085900794,-0.456314406,-0.365901938,-0.067465461,-0.04339605,-0.162440253,-0.136163169,-0.161504387,-0.19919675
크린앤사이언스,45520,2011,0,1979,12,29,0,0.0065,0.4013,24033990000,6972930000,41024264000,44770109000,36340616000,368922000,66436000,10723938000,1087950000,2161040000,3122496000,12115474000,1784187000,184814000,0.015055913,24041565000,21017627000,747764000,18558000000,16982699000,40773151000,24041273000,16731878000,39541440000,16218000000,-869563000,25411876000,17679434000,24.43128964,0.589634905,1.437369318,0.13223264,0.026683,0.065022587,0.053001545,0.248851824,3.496507561,0.434032386,1.092759166,1.038399251,1,0,0.046363559,0.203157623,0.010247856,0,0.022396027,0.247955294,0.250664042,-0.133810612,-0.088431388,0.071672201,-0.116776677,-0.143297192,-0.14111389
크린앤사이언스,45520,2012,0,1979,12,29,0,0.0037,0.4013,22921243000,6755595000,38657012000,46929232000,37158548000,321177000,62508000,11487972000,1032717000,2438390000,3518482000,10896212000,1784187000,0,0.015826829,20827234000,18618199000,942461000,28145000000,17829778000,41024264000,24041565000,16982699000,44770109000,18558000000,1087950000,24033990000,21017627000,24.43742953,0.586032817,1.143515869,0.048226887,0.025173322,0.060809945,0.059437751,0.222113065,3.526360525,0.444701872,1.578539004,1.26683961,0,0,0.010878965,0,0.574001902,0,0.017229798,0.219665099,0.223732757,-0.133810612,-0.123915982,-0.131485422,0.446977369,-0.143297192,-0.146280118
크린앤사이언스,45520,2013,0,1979,12,29,0,0.002,0.4013,25003912000,7764284000,39438344000,53948570000,43713001000,327328000,0,12775031000,1372031000,819858000,2125974000,9801367000,1784187000,0,0.015777474,20164112000,15931136000,1509309000,25708000000,19274232000,38657012000,20827234000,17829778000,46929232000,28145000000,1032717000,22921243000,18618199000,24.37799402,0.538769887,1.231120314,0.149572829,0.035492422,0.076951659,0.02120852,0.207392646,3.555348061,0.531321847,1.333801523,1.163134842,0,0.090954205,0,0,0.026577527,0.000127435,0.012859771,0.182256984,0.205693717,-0.042856407,-0.134794947,-0.131485422,-0.100447007,-0.143169757,-0.150650146
크린앤사이언스,45520,2014,0,1979,12,29,0,0.0069,0.4013,25716917000,8511030000,38715839000,55630258000,44708385000,331302000,0,12964313000,1917101000,2175513000,2134800000,8808896000,1784187000,0,0.01751463,17327929000,13566551000,2014868000,24830000000,21387910000,39438344000,20164112000,19274232000,53948570000,25708000000,1372031000,25003912000,15931136000,24.39800438,0.511281914,1.569499626,0.031172059,0.048610079,0.099464456,0.055162382,0.178118762,3.583518938,0.544529532,1.160936249,1.088906507,0,0.048522782,0,0.019178389,0.004181877,0.002770571,0.013121446,0.217453167,0.229805587,-0.08528783,-0.134794947,-0.112307033,-0.122842656,-0.140526621,-0.150388471
크린앤사이언스,45520,2015,0,1979,12,29,0,0.0343,0.3573,27061162000,9357034000,43048974000,58855232000,46200653000,179635000,0,12707699000,3603830000,5641287000,2722511000,12048199000,3365759000,0,0.016309914,19576624000,11351228000,4402941000,30940000000,23472350000,38715839000,17327929000,21387910000,55630258000,24830000000,1917101000,25716917000,13566551000,24.37951463,0.447566925,1.895612009,0.057971581,0.093084125,0.168498465,0.145710054,0.22426067,3.610917913,0.569914887,1.31814667,1.17346871,0,0.181494824,0.020520148,0.066695004,0,0.062773263,0.014065319,0.318570221,0.308232632,0.047684212,-0.114274799,-0.064790418,-0.127024533,-0.080523929,-0.149444597
크린앤사이언스,45520,2016,0,1979,12,29,0,0.0475,0.3266,34268696000,7451249000,50319076000,59675152000,46446845000,97572000,132521000,16381781000,3597831000,6400675000,4198249000,11693493000,3365759000,0,0.01514942,23459550000,14082113000,4624255000,38025000000,26859526000,43048974000,19576624000,23472350000,58855232000,30940000000,3603830000,27061162000,11351228000,24.48560423,0.454752394,2.383985415,0.013931132,0.083575302,0.15327954,0.148683567,0.193447909,3.63758616,0.55362597,1.415698847,1.221893462,0,0.221965484,0.068839846,0.139748316,0.014077857,0.146016618,0.031046402,0.309596961,0.328760463,0.088154873,-0.065955101,0.008262894,-0.112946676,0.002719426,-0.132463514
크린앤사이언스,45520,2017,0,1979,12,29,0,0.0246,0.3266,40800019000,11854120000,65542655000,76754464000,60201221000,170934000,125416000,18043229000,4799573000,3676694000,4423869000,19421212000,3365759000,1687507000,0.012190625,33768750000,23607819000,5609074000,85150000000,31773905000,50319076000,23459550000,26859526000,59675152000,38025000000,3597831000,34268696000,14082113000,24.64165009,0.466215834,2.433491054,0.286204751,0.095382773,0.178691649,0.073067598,0.285536761,3.663561646,0.594155366,2.679872052,1.814371877,0,0.144319722,0.271181125,0.202226251,0.045272308,0.158040218,0.106261536,0.13267135,0.152451094,0.01050911,0.136386178,0.070740828,-0.081752225,0.014743026,-0.05724838
크린앤사이언스,45520,2018,0,1979,12,29,0,0.0231,0.3266,49951728000,15479916000,81285005000,94801718000,76136762000,155782000,143483000,25060578000,6855634000,3788687000,1696722000,25721216000,3365759000,4367214000,0.007942583,44522504000,25877159000,8068852000,83200000000,36762501000,65542655000,33768750000,31773905000,76754464000,85150000000,4799573000,40800019000,23607819000,24.90596699,0.515217914,1.728241774,0.235129699,0.104598051,0.215763029,0.057804906,0.274450936,3.688879454,0.618536036,2.263175729,1.571292319,0,0.150358192,0.089562183,0.179406428,0.179746786,0.159628746,0.107298628,-0.485974475,-0.432205976,0.016547581,-0.045232764,0.047921005,0.052722253,0.016331554,-0.056211289
크린앤사이언스,45520,2019,0,1979,12,29,0,0.0226,0.3266,60467735000,20203650000,1.16E+11,1.18E+11,94660311000,1020867000,154546000,30579857000,8007413000,8277887000,2952045000,47543652000,3365759000,14960023000,0.007882081,73643755000,40344425000,9550788000,1.79E+11,42215966000,81285005000,44522504000,36762501000,94801718000,83200000000,6855634000,49951728000,25877159000,25.1212274,0.5477333,1.930340498,0.242173818,0.098510334,0.217814697,0.101837811,0.359449692,3.713572067,0.624758613,4.249577044,2.18405286,0,0.161596614,0.130928987,0.147881923,0.164040879,0.167151663,0.120997857,-0.295592998,-0.276555133,-0.013676543,-0.041239246,-0.027632443,-0.013103244,-0.026506673,-0.106179022
크린앤사이언스,45520,2020,0,1979,12,29,0,0.0329,0.3266,72556875000,21545773000,1.41E+11,1.50E+11,1.17E+11,1228988000,213401000,30069492000,13551959000,21072590000,8557398000,57889487000,3365759000,952852000,0.00619948,87713626000,46410809000,13503803000,1.94E+11,53333689000,1.16E+11,73643755000,42215966000,1.18E+11,1.79E+11,8007413000,60467735000,40344425000,25.47564599,0.635628624,1.498787875,0.273483212,0.116968683,0.321015016,0.181880207,0.46237705,3.737669618,0.445497922,3.637944489,1.997475996,0,0,0.16490362,0.156450018,0.111985205,0.109881932,0.146031054,-0.052323659,-0.083187042,-0.175273157,-0.007264613,-0.019064348,-0.065158917,-0.083776405,-0.081145825
"에이텍",45660,2011,0,1993,12,26,0,0.0015,0.3391,37750086000,5811818000,76755211000,1.11E+11,88422005000,204414000,127133000,15686289000,6479816000,18250574000,14584958000,22213030000,12312683000,6593044000,0.016897598,28096374000,22711439000,8688078000,41480000000,48658837000,61842754000,18660138000,43182616000,94083372000,42976000000,3823652000,28654644000,16486535000,24.84786077,0.301735236,1.738063456,0.180994725,0.104778904,0.150056124,0.295112569,0.053479232,2.944438979,0.347625318,0.852465915,0.906471015,0,0.254171521,0.025276592,0.077675555,0.040553381,0.129576851,0.029498352,0.528190831,0.489635436,0.125749002,-0.083492932,-0.060594231,-0.081760347,-0.019553919,-0.116616333
"에이텍",45660,2012,0,1993,12,26,0,0.0015,0.339,30951811000,6857622000,76443164000,1.18E+11,98882795000,385782000,169223000,10918603000,7491754000,447378000,8411222000,18488945000,6125550000,0,0.013358937,21607826000,17864241000,9091994000,50864000000,54835338000,76755211000,28096374000,48658837000,1.11E+11,41480000000,6479816000,37750086000,22711439000,25.06388712,0.366051681,1.662161786,0.062320993,0.097605803,0.153964921,0.005828634,0.161075643,2.995732274,0.231596328,0.927577031,0.948048487,0,0.181405531,0.255501488,0.197333911,0.050743825,0.143101309,0.093903105,0.087254028,0.091292198,0.052983012,0.146731965,0.059064126,-0.071569903,-0.006029461,-0.05221158
"에이텍",45660,2013,0,1993,12,26,0,0.0083,0.34,39792119000,5773459000,87752617000,1.43E+11,1.21E+11,515176000,184278000,12485455000,6839592000,8948810000,16460464000,18644025000,6356477000,0,0.013821236,27518093000,23260801000,9031833000,52292000000,60234524000,76443164000,21607826000,54835338000,1.18E+11,50864000000,7491754000,30951811000,17864241000,25.05981335,0.282665249,1.732612709,0.214357992,0.089472906,0.124729641,0.117064882,0.160740966,3.044522438,0.238856074,0.868140006,0.909489605,0,0.242723819,0.093896555,0.216962001,0.143004089,0.18358398,0.102043937,0.293093016,0.285715698,0.091054599,-0.04987324,0.049694637,-0.029349371,0.003942591,-0.100975053
